features,score
hash-2754,0.4893913121704473
hash-899,0.4893913121704473
hash-6668,0.4891805188160967
hash-9268,0.4891805188160967
hash-5701,0.4889696725384837
hash-2394,0.4887587733176748
hash-550,0.4887587733176748
hash-5006,0.4887587733176748
hash-1366,0.4885478211337265
hash-6201,0.4885478211337265
hash-401,0.4883368159666854
hash-8106,0.4883368159666854
hash-4859,0.4881257577965881
hash-6617,0.4881257577965881
hash-465,0.4881257577965881
hash-643,0.487914646603461
hash-530,0.4874922650681732
hash-6811,0.4872809946860152
hash-4656,0.4870696712008329
hash-1341,0.4868582945926026
hash-4711,0.4868582945926026
hash-1479,0.4866468648412904
hash-9108,0.4864353819268523
hash-8805,0.4862238458292345
hash-8315,0.4862238458292345
hash-8872,0.4860122565283728
hash-5641,0.485800614004193
hash-2834,0.485800614004193
hash-3272,0.485800614004193
hash-8984,0.48558891823661104
hash-1138,0.48558891823661104
hash-7688,0.4853771692055322
hash-4397,0.4851653668908523
hash-1783,0.4849930119946962
hash-6767,0.4849535112724566
hash-5465,0.4845296400440088
hash-5682,0.4845296400440088
hash-4412,0.4845296400440088
hash-5482,0.4841055553590693
hash-4307,0.4841055553590693
hash-1727,0.4838934329200209
hash-2618,0.4838934329200209
hash-7068,0.483681257056356
hash-5926,0.482832018951669
hash-6410,0.482832018951669
hash-2005,0.482619575661935
hash-3494,0.482619575661935
hash-1121,0.482619575661935
hash-3976,0.4824070788263182
hash-1786,0.4821945284245719
hash-2130,0.4817692668416529
hash-8739,0.4817692668416529
hash-2947,0.4815565556199355
hash-5115,0.4813437907509997
hash-6056,0.4811309722145473
hash-4409,0.4809180999902705
hash-7694,0.4809180999902705
hash-7139,0.4807051740578506
hash-7978,0.4807051740578506
hash-7226,0.4805680026062972
hash-8075,0.4804921943969596
hash-8929,0.4802791609872581
hash-4818,0.4802791609872581
hash-6676,0.480066073808397
hash-7332,0.4798529328400173
hash-7089,0.4798529328400173
hash-189,0.4798529328400173
hash-7911,0.4798529328400173
hash-2318,0.4798529328400173
hash-5209,0.4798529328400173
hash-9739,0.479639738061749
hash-3039,0.4794264894532122
hash-44,0.4794264894532122
hash-9675,0.4794264894532122
hash-871,0.4792131869940167
hash-6550,0.478999830663762
hash-101,0.47878642044203706
hash-765,0.47878642044203706
hash-2182,0.47878642044203706
hash-5580,0.47878642044203706
hash-588,0.4785729563084208
hash-8244,0.4783594382424818
hash-7883,0.4781458662237782
hash-1443,0.4779322402318579
hash-9139,0.4777185602462583
hash-5636,0.4775048262465067
hash-2976,0.4775048262465067
hash-1194,0.4775048262465067
hash-2684,0.4772910382121197
hash-6621,0.477077196122604
hash-9375,0.4766493496961601
hash-3539,0.4766493496961601
hash-794,0.4766493496961601
hash-739,0.476435345318193
hash-3226,0.476435345318193
hash-4952,0.476435345318193
hash-213,0.4762212868030194
hash-8203,0.4762212868030194
hash-1240,0.4762212868030194
hash-9694,0.4762212868030194
hash-489,0.4760071741300936
hash-7847,0.4760071741300936
hash-738,0.4760071741300936
hash-7958,0.4757930072788599
hash-8130,0.4757930072788599
hash-1645,0.4757930072788599
hash-2558,0.4755787862287521
hash-4386,0.4753645109591933
hash-3211,0.4753645109591933
hash-2357,0.4753645109591933
hash-7816,0.4751501814495968
hash-8125,0.4747213596278898
hash-9885,0.4747213596278898
hash-9283,0.4745068672745529
hash-6560,0.4742923205987258
hash-9788,0.4740777195797691
hash-329,0.4740777195797691
hash-3220,0.473863064197033
hash-7672,0.473863064197033
hash-3140,0.473863064197033
hash-2264,0.4736483544298573
hash-4266,0.4732187716594946
hash-1905,0.4732187716594946
hash-6187,0.4730038986149346
hash-5980,0.4727889711031898
hash-5175,0.4727889711031898
hash-2037,0.4727889711031898
hash-181,0.4725739891035474
hash-2794,0.4725739891035474
hash-6996,0.4723589525952846
hash-9007,0.4721438615576674
hash-6472,0.4721438615576674
hash-5661,0.4717135158113837
hash-7554,0.4717135158113837
hash-3340,0.4717135158113837
hash-8214,0.4717135158113837
hash-1450,0.4712829516986169
hash-3569,0.4710675877028565
hash-1658,0.4710675877028565
hash-8722,0.4710675877028565
hash-9169,0.4708521690531194
hash-9834,0.4708521690531194
hash-5070,0.4704211677084746
hash-9576,0.4702055849719205
hash-4428,0.4697742552661537
hash-8535,0.4697742552661537
hash-2270,0.4697742552661537
hash-8955,0.4693427064444582
hash-483,0.4689109383398248
hash-8098,0.4686949720041696
hash-5829,0.4686949720041696
hash-8421,0.4684961445901479
hash-5531,0.46826287466161604
hash-2927,0.46826287466161604
hash-8874,0.46826287466161604
hash-6591,0.468046743612859
hash-2172,0.468046743612859
hash-8835,0.468046743612859
hash-6654,0.468046743612859
hash-3783,0.468046743612859
hash-415,0.468046743612859
hash-1796,0.4676143166556588
hash-6204,0.4676143166556588
hash-6191,0.4671816697457843
hash-6315,0.4671816697457843
hash-1883,0.4669652637561449
hash-9235,0.4667488027153759
hash-7450,0.4667488027153759
hash-7786,0.4667488027153759
hash-30,0.4667488027153759
hash-1952,0.4665322866024684
hash-526,0.4660990890761473
hash-4695,0.4660990890761473
hash-824,0.4656656710088938
hash-7717,0.4656656710088938
hash-2110,0.4654488792197807
hash-8527,0.4654488792197807
hash-2162,0.465232032232249
hash-7049,0.4650151300252143
hash-3754,0.4650151300252143
hash-4526,0.4650151300252143
hash-6290,0.4650151300252143
hash-1556,0.4647981725775821
hash-4626,0.4647981725775821
hash-2748,0.4643640918760909
hash-1701,0.4643640918760909
hash-2336,0.4641469685799883
hash-5939,0.4637125559913793
hash-5437,0.4634952666565648
hash-5915,0.4634952666565648
hash-5062,0.4630605218000639
hash-2340,0.4630605218000639
hash-5982,0.4628430662360045
hash-6875,0.4628430662360045
hash-6567,0.4628430662360045
hash-8078,0.4626255552198058
hash-6045,0.4626255552198058
hash-6222,0.4624079887302545
hash-3518,0.4624079887302545
hash-5591,0.462190366746126
hash-5353,0.462190366746126
hash-834,0.4619726892461853
hash-388,0.4617549562091863
hash-3470,0.4615371676138721
hash-5030,0.4613193234389752
hash-5057,0.4613193234389752
hash-5622,0.4613193234389752
hash-5624,0.4608834682653077
hash-1398,0.4606654572239474
hash-9401,0.4606654572239474
hash-3806,0.4605947180590568
hash-1139,0.4604473905178249
hash-2594,0.4600110900259939
hash-7255,0.4600110900259939
hash-7971,0.4597928561976089
hash-7185,0.4596007057645832
hash-1186,0.4595745666191079
hash-4400,0.4595745666191079
hash-7639,0.4589193631691991
hash-7167,0.4589193631691991
hash-3802,0.4589193631691991
hash-1584,0.4587008503764691
hash-6952,0.4584822817266857
hash-1056,0.4584822817266857
hash-8572,0.4584822817266857
hash-5052,0.4582636571984288
hash-7942,0.4582636571984288
hash-8416,0.4582636571984288
hash-6985,0.4580449767702667
hash-7830,0.4580449767702667
hash-735,0.4576074481284479
hash-775,0.4569507353800203
hash-3276,0.4567317191017576
hash-5396,0.4565126467732637
hash-4222,0.4560743338794948
hash-1038,0.4560743338794948
hash-2673,0.4556357965264281
hash-7689,0.4554164436237706
hash-3749,0.4554164436237706
hash-5013,0.4554164436237706
hash-2889,0.4551970345416014
hash-9475,0.455009943693344
hash-4164,0.4549775692583357
hash-3278,0.4549775692583357
hash-8523,0.454609319657752
hash-7289,0.4545384700021166
hash-7059,0.4545384700021166
hash-6660,0.4545384700021166
hash-9611,0.4544089216814302
hash-4528,0.4543188359859374
hash-7976,0.453879399069291
hash-622,0.453879399069291
hash-8695,0.453807383623141
hash-9925,0.4534397368292674
hash-9805,0.4534397368292674
hash-2032,0.4534397368292674
hash-2948,0.4534397368292674
hash-5107,0.4532198211588248
hash-1394,0.4532198211588248
hash-7389,0.4532198211588248
hash-7818,0.4532198211588248
hash-8952,0.4532198211588248
hash-3584,0.4530045289905522
hash-5369,0.4525597356855186
hash-9692,0.4523395943013992
hash-4697,0.4521193964345639
hash-7433,0.4521193964345639
hash-9153,0.4518991420632723
hash-6830,0.4516788311657722
hash-1639,0.4516788311657722
hash-2276,0.4514584637203005
hash-6918,0.4514584637203005
hash-6531,0.4514584637203005
hash-8223,0.4512380397050827
hash-8419,0.4510175590983335
hash-2233,0.4510175590983335
hash-6466,0.4503888882559769
hash-7326,0.45035577751087374
hash-4883,0.45035577751087374
hash-996,0.45035577751087374
hash-4294,0.449914306428338
hash-7963,0.4496934858142766
hash-6271,0.4496934858142766
hash-2915,0.4496934858142766
hash-3280,0.4496934858142766
hash-1876,0.4494726084558716
hash-6151,0.4494726084558716
hash-9662,0.4494726084558716
hash-9527,0.4492516743312472
hash-1851,0.4490306834185176
hash-4546,0.4488096356957845
hash-5577,0.4488096356957845
hash-9263,0.4485885311411393
hash-8349,0.4483673697326615
hash-8283,0.4481461514484195
hash-6360,0.4481461514484195
hash-8619,0.4479248762664708
hash-6524,0.4479248762664708
hash-2722,0.4479248762664708
hash-2,0.4477035441648611
hash-2174,0.4477035441648611
hash-3216,0.4477035441648611
hash-4629,0.4477035441648611
hash-5731,0.4474821551216253
hash-8227,0.4474821551216253
hash-2266,0.4474821551216253
hash-5234,0.4474821551216253
hash-6171,0.4472607091147861
hash-3908,0.447039206122356
hash-5390,0.447039206122356
hash-9940,0.447039206122356
hash-2216,0.4468176461223355
hash-1679,0.4468176461223355
hash-132,0.4468176461223355
hash-575,0.4465960290927141
hash-6807,0.4465960290927141
hash-3443,0.4463743550114695
hash-2114,0.4463743550114695
hash-3286,0.4461526238565687
hash-2277,0.4461526238565687
hash-1400,0.4461526238565687
hash-768,0.4457089902376078
hash-8239,0.4457089902376078
hash-12,0.4454870877294245
hash-3264,0.4454870877294245
hash-3064,0.4454870877294245
hash-1831,0.4454870877294245
hash-4744,0.445043111205258
hash-6479,0.4448210371450833
hash-6916,0.4448210371450833
hash-6687,0.4445989058567008
hash-9130,0.4443767173179862
hash-4641,0.4441544715068039
hash-5663,0.4441544715068039
hash-8027,0.4441544715068039
hash-5929,0.4439321684010068
hash-462,0.4437098079784362
hash-2509,0.4434873902169221
hash-2100,0.4432649150942831
hash-9510,0.4432649150942831
hash-8110,0.4432649150942831
hash-7977,0.4430423825883266
hash-6127,0.44281979267684796
hash-3471,0.4425971453376317
hash-3335,0.4425971453376317
hash-2153,0.4425971453376317
hash-9444,0.4425971453376317
hash-6130,0.4423744405484504
hash-2033,0.4423744405484504
hash-6911,0.4421516782870656
hash-9222,0.4417059812586727
hash-4330,0.4417059812586727
hash-2604,0.44148304644712977
hash-9494,0.44148304644712977
hash-3078,0.4412600540743136
hash-1216,0.4412600540743136
hash-3935,0.4410370041179278
hash-8807,0.4410370041179278
hash-980,0.4410370041179278
hash-7983,0.4410370041179278
hash-1304,0.44081389655566494
hash-4500,0.44081389655566494
hash-9907,0.44059073136520577
hash-3578,0.44059073136520577
hash-1897,0.44059073136520577
hash-138,0.44059073136520577
hash-180,0.44059073136520577
hash-168,0.44059073136520577
hash-2035,0.44036750852421935
hash-2807,0.44036750852421935
hash-1054,0.4401442280103637
hash-5016,0.43992088980128463
hash-4403,0.43992088980128463
hash-944,0.4396974938746171
hash-8284,0.4396974938746171
hash-529,0.4394740402079841
hash-1681,0.43925052877899695
hash-5899,0.43925052877899695
hash-5211,0.43925052877899695
hash-3834,0.43925052877899695
hash-5391,0.43925052877899695
hash-1301,0.43925052877899695
hash-8949,0.4390269595652557
hash-7698,0.43880333254434856
hash-988,0.43880333254434856
hash-8864,0.4385796476938524
hash-5435,0.4385796476938524
hash-6741,0.4385796476938524
hash-3357,0.43835590499133226
hash-9703,0.4381321044143419
hash-3572,0.4381321044143419
hash-7263,0.4379082459404229
hash-7795,0.4379082459404229
hash-3446,0.4376843295471059
hash-4565,0.4376843295471059
hash-1208,0.4374603552119094
hash-4857,0.43723632291234027
hash-2734,0.43723632291234027
hash-6616,0.43723632291234027
hash-8710,0.43701223262589417
hash-8136,0.43701223262589417
hash-8366,0.43678808433005467
hash-6493,0.43678808433005467
hash-7392,0.43678808433005467
hash-9676,0.436563878002294
hash-9930,0.436563878002294
hash-4195,0.4361152911608388
hash-2936,0.4361152911608388
hash-6217,0.4358909106020301
hash-5554,0.4356664719210718
hash-4381,0.4356664719210718
hash-6423,0.4354419750953774
hash-4700,0.4354419750953774
hash-935,0.435217420102349
hash-3181,0.435217420102349
hash-7465,0.4347681355238395
hash-8585,0.4345434058931037
hash-5448,0.4343186180045244
hash-1753,0.4343186180045244
hash-2679,0.4343186180045244
hash-5559,0.4338688673631976
hash-747,0.4338688673631976
hash-2863,0.4334188834184645
hash-1742,0.4334188834184645
hash-2414,0.4334188834184645
hash-6425,0.4334188834184645
hash-5374,0.4331938039005835
hash-4328,0.4331938039005835
hash-3507,0.4331938039005835
hash-8765,0.4329686659887427
hash-1688,0.4327434696602148
hash-4636,0.4327434696602148
hash-9428,0.4325182148922608
hash-8956,0.43229290166212986
hash-4689,0.4320675299470592
hash-6363,0.4318420997242744
hash-1772,0.431616610970989
hash-4137,0.431616610970989
hash-521,0.43139106366440494
hash-4375,0.43139106366440494
hash-2304,0.4311654577817121
hash-734,0.4309397933000887
hash-9535,0.4309397933000887
hash-9384,0.4309397933000887
hash-5749,0.4307140701967012
hash-7175,0.4307140701967012
hash-9765,0.4304882884487037
hash-3630,0.4302624480332389
hash-9381,0.4302624480332389
hash-2512,0.42981059110841796
hash-9084,0.42981059110841796
hash-1782,0.42981059110841796
hash-4790,0.42981059110841796
hash-4290,0.4295845745532877
hash-9573,0.4295845745532877
hash-1161,0.429132365143062
hash-4871,0.4289061722421207
hash-745,0.4286799205133769
hash-1452,0.4284536099338779
hash-3192,0.4282272404806589
hash-8719,0.4282272404806589
hash-8350,0.42800081213074337
hash-3537,0.4277743248611428
hash-2269,0.4277743248611428
hash-3109,0.4277743248611428
hash-3993,0.4277743248611428
hash-9198,0.4275477786488564
hash-7674,0.427321173470872
hash-2240,0.427321173470872
hash-6701,0.427321173470872
hash-7069,0.4270945093041649
hash-741,0.4270945093041649
hash-7484,0.42686778612569853
hash-2954,0.42686778612569853
hash-7248,0.42686778612569853
hash-2296,0.42686778612569853
hash-1340,0.4266410039124249
hash-1517,0.4266410039124249
hash-1318,0.4266410039124249
hash-758,0.4266410039124249
hash-5930,0.425984463361027
hash-277,0.4259603028330934
hash-7210,0.4259603028330934
hash-348,0.4259603028330934
hash-4552,0.4257332842498645
hash-2677,0.4252790696095956
hash-2721,0.4252790696095956
hash-5750,0.4250518735063025
hash-1923,0.4250518735063025
hash-9208,0.4249404973111057
hash-9374,0.4248246181833811
hash-4983,0.4248246181833811
hash-1455,0.4247315211097017
hash-109,0.424597303617675
hash-6829,0.42436992978601495
hash-4430,0.42436992978601495
hash-149,0.4239150042320978
hash-7232,0.4236874524634423
hash-6076,0.42323217082665177
hash-2861,0.42323217082665177
hash-6210,0.42323217082665177
hash-9867,0.4230575111055911
hash-815,0.4230044409120459
hash-1288,0.4230044409120459
hash-936,0.4227766515689653
hash-1748,0.4225488027741444
hash-4420,0.4223208945043053
hash-6035,0.422092926736158
hash-6563,0.422092926736158
hash-8145,0.4218648994464
hash-495,0.42163681261171737
hash-3055,0.4214086662087833
hash-4568,0.4214086662087833
hash-230,0.4211804602142587
hash-9914,0.4209521946047934
hash-9960,0.4209521946047934
hash-7877,0.4209521946047934
hash-1865,0.4207238693570237
hash-3382,0.4204954844475745
hash-1874,0.420267039853058
hash-411,0.4200385355500748
hash-6669,0.4200385355500748
hash-5130,0.4198099715152125
hash-1322,0.41958134772504696
hash-2429,0.41958134772504696
hash-8903,0.4193526641561418
hash-1433,0.41889511758830456
hash-7907,0.41889511758830456
hash-9414,0.4186662545424382
hash-9354,0.4184373316239636
hash-8740,0.4184373316239636
hash-9265,0.4184373316239636
hash-3306,0.4182083488093825
hash-9625,0.4182083488093825
hash-163,0.41797930607518496
hash-9931,0.4177502033978483
hash-2539,0.4177502033978483
hash-1739,0.4177502033978483
hash-2404,0.41752104075383795
hash-6592,0.41752104075383795
hash-8476,0.4172918181196067
hash-3048,0.4170625354715949
hash-6469,0.4168331927862309
hash-4484,0.4168331927862309
hash-6145,0.4168331927862309
hash-3390,0.41660379003993053
hash-4550,0.41660379003993053
hash-4774,0.41660379003993053
hash-3043,0.41660379003993053
hash-1274,0.4163743272090974
hash-7087,0.4161448042701227
hash-603,0.41591522119938507
hash-2408,0.41591522119938507
hash-6802,0.41591522119938507
hash-8447,0.4156855779732508
hash-9970,0.4154558745680742
hash-2202,0.4154558745680742
hash-5935,0.4154558745680742
hash-9253,0.4149962871259475
hash-4252,0.41476640304164347
hash-3361,0.41476640304164347
hash-7290,0.4145364586835889
hash-3599,0.4145364586835889
hash-680,0.41430645402807603
hash-2253,0.4140763890513839
hash-7424,0.4140763890513839
hash-1496,0.4140763890513839
hash-6718,0.41384626372977984
hash-1777,0.41384626372977984
hash-2886,0.4136160780395186
hash-7061,0.4133858319568423
hash-4606,0.4133858319568423
hash-8861,0.4133858319568423
hash-4002,0.4131555254579804
hash-2530,0.4131555254579804
hash-3422,0.4131555254579804
hash-9485,0.4126947311165571
hash-5933,0.4126947311165571
hash-7382,0.4124642432263923
hash-4048,0.4124642432263923
hash-1171,0.4120030858880557
hash-9147,0.4120030858880557
hash-8165,0.4120030858880557
hash-2265,0.4115416863134284
hash-1725,0.4115416863134284
hash-1089,0.4113108956278533
hash-1771,0.4113108956278533
hash-311,0.4110800443115977
hash-6944,0.4108491323407661
hash-5856,0.4108491323407661
hash-5476,0.41061815969145055
hash-9082,0.4105896678248657
hash-4645,0.4103764778124287
hash-901,0.4103764778124287
hash-3716,0.4101560322616728
hash-5279,0.4101560322616728
hash-2634,0.4099248774333315
hash-8561,0.4096936618307487
hash-2753,0.4096936618307487
hash-3918,0.4096936618307487
hash-6755,0.4094623854299532
hash-3312,0.4094623854299532
hash-3322,0.4092310482069616
hash-8597,0.4087681911983926
hash-1080,0.4087681911983926
hash-6948,0.4087681911983926
hash-9052,0.4087681911983926
hash-8105,0.4087681911983926
hash-5183,0.4086686904040852
hash-8816,0.4085366713647852
hash-4234,0.4085366713647852
hash-4980,0.4085366713647852
hash-5193,0.4083050906129214
hash-7591,0.4080734489187545
hash-6092,0.4080734489187545
hash-8550,0.4080734489187545
hash-5975,0.4078417462582251
hash-2167,0.4078417462582251
hash-7855,0.4076099826072613
hash-9067,0.4073781579417784
hash-3228,0.4073781579417784
hash-18,0.4071462722376789
hash-4715,0.4071462722376789
hash-6846,0.4071462722376789
hash-3467,0.4069143254708528
hash-2709,0.4069143254708528
hash-4257,0.4066823176171776
hash-505,0.4064502486525173
hash-96,0.4064502486525173
hash-8538,0.4064502486525173
hash-1338,0.40621811855272427
hash-4936,0.4059859272936373
hash-6340,0.4057536748510829
hash-2648,0.4057536748510829
hash-5197,0.4055213612008747
hash-7283,0.4055213612008747
hash-2920,0.4055213612008747
hash-9558,0.4055213612008747
hash-334,0.4055213612008747
hash-7938,0.4052889863188135
hash-5908,0.4050565501806874
hash-6912,0.4050565501806874
hash-6011,0.4048240527622717
hash-5524,0.4045914940393293
hash-6868,0.4045914940393293
hash-246,0.4045914940393293
hash-6885,0.4043588739876095
hash-7126,0.4043588739876095
hash-1349,0.4043588739876095
hash-8691,0.4043588739876095
hash-1140,0.40412619258284976
hash-4102,0.40412619258284976
hash-8336,0.40412619258284976
hash-8532,0.40412619258284976
hash-8308,0.4038934498007739
hash-7386,0.4036606456170935
hash-1552,0.4034277800075072
hash-8342,0.40319485294770063
hash-7279,0.40319485294770063
hash-515,0.4029618644133468
hash-382,0.4027288143801056
hash-3781,0.4024957028236245
hash-3774,0.4024957028236245
hash-5227,0.4022625297195376
hash-1020,0.4022625297195376
hash-9809,0.4022625297195376
hash-3461,0.4022625297195376
hash-966,0.4020292950434666
hash-1486,0.40179599877102
hash-1191,0.40179599877102
hash-9738,0.4015626408777936
hash-1215,0.4013292213393702
hash-6325,0.4010957401313197
hash-9468,0.4010957401313197
hash-551,0.4008621972291992
hash-5561,0.4008621972291992
hash-1689,0.4006285926085527
hash-9429,0.4005012706914699
hash-559,0.40039492624491146
hash-9445,0.4001611981137938
hash-9562,0.39992740819070494
hash-2234,0.39992740819070494
hash-6738,0.39992740819070494
hash-1377,0.39969355645113697
hash-4108,0.39969355645113697
hash-9325,0.39969355645113697
hash-8997,0.3994596428705698
hash-9228,0.3994596428705698
hash-6274,0.3994596428705698
hash-7295,0.3992256674244694
hash-969,0.3989916300882894
hash-2950,0.3985233696474392
hash-4133,0.3985233696474392
hash-1073,0.3985233696474392
hash-4975,0.398289146493611
hash-1931,0.3980548613513868
hash-5778,0.3975861050032915
hash-5773,0.3973516337481581
hash-6091,0.3973516337481581
hash-2282,0.39711710040610415
hash-8939,0.39711710040610415
hash-5426,0.39711710040610415
hash-6106,0.39688250495246596
hash-1074,0.39688250495246596
hash-1267,0.39688250495246596
hash-5427,0.39688250495246596
hash-4125,0.3966478473625669
hash-1386,0.3966478473625669
hash-3489,0.3966478473625669
hash-6929,0.3966002243069344
hash-4170,0.3964131276117165
hash-3016,0.3961783456752125
hash-4232,0.3961783456752125
hash-3697,0.3959435015283381
hash-2052,0.3959435015283381
hash-7474,0.3959435015283381
hash-6629,0.3959435015283381
hash-4158,0.3957085951463648
hash-3621,0.39547362650454987
hash-3111,0.3952385955781381
hash-3149,0.3952385955781381
hash-6398,0.3947683467724367
hash-1309,0.3947683467724367
hash-9708,0.3942978485309543
hash-205,0.3940625058097673
hash-7898,0.3940625058097673
hash-9218,0.3938271006551749
hash-6604,0.3938271006551749
hash-4286,0.3938271006551749
hash-5500,0.3938271006551749
hash-708,0.3938271006551749
hash-9236,0.3937697680285266
hash-2342,0.3935916330423298
hash-5995,0.3935916330423298
hash-4401,0.3935916330423298
hash-8458,0.3933561029463712
hash-7457,0.3931205103424256
hash-2784,0.39311502550653743
hash-8295,0.3928848552056055
hash-4223,0.3926491375110109
hash-3858,0.39241335723372817
hash-5979,0.3919416088313785
hash-1526,0.3917056406564183
hash-8258,0.3917056406564183
hash-9659,0.3914696097989838
hash-4188,0.3914696097989838
hash-9917,0.3914696097989838
hash-4982,0.3914696097989838
hash-1572,0.39123351623409497
hash-496,0.3909973599367591
hash-9140,0.3909973599367591
hash-2999,0.3909973599367591
hash-1176,0.3907611408819697
hash-3821,0.39052485904470735
hash-5700,0.39052485904470735
hash-3583,0.39052485904470735
hash-3441,0.39052485904470735
hash-108,0.39028851439993895
hash-3311,0.39028851439993895
hash-3396,0.39028851439993895
hash-3474,0.3900521069226186
hash-7529,0.3900521069226186
hash-4009,0.3900521069226186
hash-1685,0.3900521069226186
hash-8504,0.3898156365876865
hash-4906,0.3898156365876865
hash-3943,0.3895791033700701
hash-4585,0.3893425072446829
hash-3224,0.3893425072446829
hash-8893,0.3891058481864256
hash-7598,0.3888691261701852
hash-1988,0.3888691261701852
hash-7189,0.3886323411708356
hash-5903,0.38839549316323696
hash-4699,0.3881585821222365
hash-6016,0.38792160802266784
hash-2981,0.38768457083935104
hash-7534,0.38768457083935104
hash-6216,0.38744747054709305
hash-2956,0.38744747054709305
hash-8420,0.3872103071206873
hash-2827,0.3869730805349135
hash-3934,0.3867357907645385
hash-8525,0.3865351970124614
hash-7566,0.3862610215689831
hash-8470,0.3862610215689831
hash-4014,0.3862610215689831
hash-8387,0.3862610215689831
hash-2281,0.3860235420932686
hash-1720,0.3860235420932686
hash-1021,0.3855483932595297
hash-8642,0.3855483932595297
hash-5607,0.3855483932595297
hash-407,0.3853107238508903
hash-2989,0.3853107238508903
hash-4300,0.3853107238508903
hash-2629,0.3853107238508903
hash-5972,0.3852121201210378
hash-6022,0.3850729910806383
hash-5207,0.3850729910806383
hash-8799,0.3850729910806383
hash-9899,0.3848351949234324
hash-5083,0.3845973353539181
hash-5346,0.3845973353539181
hash-6800,0.3845973353539181
hash-6809,0.3843594123467268
hash-5065,0.3841214258764768
hash-4976,0.3841214258764768
hash-3204,0.3836655151377146
hash-1319,0.38364526244520536
hash-8260,0.38364526244520536
hash-1756,0.38364526244520536
hash-5728,0.38364526244520536
hash-4152,0.3834070854333527
hash-2378,0.3834070854333527
hash-6999,0.3831688448567783
hash-6808,0.3831688448567783
hash-5560,0.38293054069003263
hash-5129,0.38255880381667295
hash-8074,0.38255880381667295
hash-729,0.3824537414841612
hash-7917,0.3822152463940681
hash-2205,0.3819766876118693
hash-5646,0.3819766876118693
hash-4493,0.3817380651120469
hash-612,0.3817380651120469
hash-8876,0.3814993788690699
hash-7130,0.3814993788690699
hash-100,0.3812606288573931
hash-1122,0.3810218150514581
hash-7802,0.3807829374256924
hash-5643,0.38054399595451016
hash-1200,0.3800659213734844
hash-6481,0.3798958943228979
hash-8909,0.37958759110341933
hash-321,0.37958759110341933
hash-6004,0.37958759110341933
hash-9943,0.37934833002088697
hash-7740,0.37934833002088697
hash-4390,0.37934833002088697
hash-3933,0.3791090049391348
hash-4081,0.3788696158324813
hash-7435,0.3788696158324813
hash-861,0.3786301626752305
hash-1494,0.3786301626752305
hash-2457,0.3786301626752305
hash-6444,0.3783906454416733
hash-4683,0.3779114186427333
hash-5402,0.3779114186427333
hash-3,0.3776717090258629
hash-1148,0.3776717090258629
hash-9844,0.3774319352297109
hash-6783,0.3774319352297109
hash-8188,0.377192097228499
hash-902,0.377192097228499
hash-5159,0.377192097228499
hash-6734,0.3769521949964351
hash-5117,0.3769521949964351
hash-9921,0.3769521949964351
hash-7502,0.3769521949964351
hash-4020,0.3769521949964351
hash-7266,0.3767122285077135
hash-1333,0.3767122285077135
hash-983,0.3767122285077135
hash-4725,0.3759919432433349
hash-7681,0.3759919432433349
hash-61,0.3757517194696464
hash-9018,0.3757517194696464
hash-486,0.3757517194696464
hash-7882,0.3755114313100629
hash-9435,0.3755114313100629
hash-5307,0.3755114313100629
hash-527,0.3754362518998087
hash-5237,0.3752710787386955
hash-9087,0.3750306617296415
hash-6661,0.3750306617296415
hash-6743,0.374790180256984
hash-8517,0.374790180256984
hash-2525,0.374790180256984
hash-7891,0.3745496342947925
hash-5594,0.3745496342947925
hash-4253,0.3745496342947925
hash-7811,0.3745496342947925
hash-2300,0.3743090238171223
hash-4655,0.37406834879801504
hash-8158,0.37406834879801504
hash-4747,0.37406834879801504
hash-6384,0.3738276092114981
hash-5568,0.3738276092114981
hash-2612,0.3736448385016563
hash-6962,0.3735868050315853
hash-8323,0.3733459362322763
hash-4346,0.3728640046713989
hash-4117,0.3726229418577598
hash-8435,0.3726229418577598
hash-2732,0.3726229418577598
hash-4258,0.3723818143205838
hash-2069,0.3721406220338006
hash-2025,0.3718993649713263
hash-4332,0.3716580431070621
hash-3957,0.3716580431070621
hash-2672,0.3714166564148963
hash-8892,0.3711752048687025
hash-7138,0.3711752048687025
hash-3942,0.3711745529932707
hash-375,0.3711745529932707
hash-2485,0.3709336884423405
hash-866,0.3709336884423405
hash-5815,0.370692107109656
hash-5285,0.3704994088062802
hash-9626,0.3704504608444803
hash-2537,0.3704504608444803
hash-5410,0.3702087496206312
hash-1219,0.3697251321921125
hash-9223,0.3694832259350075
hash-1665,0.3692412546143585
hash-5355,0.3689992182039124
hash-4275,0.3687571166774021
hash-8012,0.3687571166774021
hash-8124,0.3687571166774021
hash-5168,0.3685149500085464
hash-8056,0.36827271817104995
hash-6113,0.36827271817104995
hash-9128,0.36827271817104995
hash-7542,0.3680304211386035
hash-3155,0.3680304211386035
hash-4382,0.3677880588848831
hash-4631,0.3677880588848831
hash-4276,0.3677880588848831
hash-8451,0.3677880588848831
hash-9599,0.3675456313835508
hash-8667,0.3673031386082549
hash-8149,0.3673031386082549
hash-1197,0.3673031386082549
hash-9957,0.3673031386082549
hash-3997,0.3668179571302929
hash-4796,0.3668179571302929
hash-1770,0.3668179571302929
hash-7201,0.3665752683748517
hash-9370,0.3665752683748517
hash-1969,0.3660896946990045
hash-2764,0.3660896946990045
hash-6119,0.3660896946990045
