features,score
hash-8422,0.875
hash-3823,0.875
hash-7104,0.875
hash-209,0.875
hash-7957,0.875
hash-8482,0.875
hash-8296,0.875
hash-116,0.875
hash-1555,0.875
hash-3108,0.875
hash-2761,0.875
hash-9108,0.875
hash-4722,0.875
hash-9396,0.875
hash-2097,0.875
hash-2449,0.875
hash-7234,0.875
hash-90,0.875
hash-5900,0.875
hash-9687,0.875
hash-2649,0.875
hash-6702,0.875
hash-5491,0.8732394366197183
hash-5713,0.8732394366197183
hash-2410,0.873015873015873
hash-8175,0.873015873015873
hash-8308,0.873015873015873
hash-6469,0.873015873015873
hash-6610,0.8727272727272727
hash-6079,0.8727272727272727
hash-4172,0.8727272727272727
hash-2748,0.8727272727272727
hash-7729,0.8727272727272727
hash-7326,0.8727272727272727
hash-5369,0.8727272727272727
hash-2042,0.8727272727272727
hash-809,0.8727272727272727
hash-3306,0.8727272727272727
hash-7058,0.8723404255319149
hash-8679,0.8723404255319149
hash-1673,0.8723404255319149
hash-2030,0.8723404255319149
hash-3513,0.8723404255319149
hash-5109,0.8723404255319149
hash-3713,0.8723404255319149
hash-9153,0.8723404255319149
hash-7633,0.8723404255319149
hash-1865,0.8723404255319149
hash-1313,0.8717948717948718
hash-1358,0.8717948717948718
hash-6840,0.8717948717948718
hash-1433,0.8717948717948718
hash-8026,0.8717948717948718
hash-9990,0.8717948717948718
hash-2152,0.8717948717948718
hash-5641,0.8717948717948718
hash-1697,0.8717948717948718
hash-5257,0.8714285714285714
hash-221,0.8714285714285714
hash-7455,0.8709677419354839
hash-7189,0.8709677419354839
hash-6228,0.8709677419354839
hash-5585,0.8709677419354839
hash-4907,0.8709677419354839
hash-8896,0.8709677419354839
hash-9689,0.8709677419354839
hash-2830,0.8709677419354839
hash-5855,0.8709677419354839
hash-1117,0.8709677419354839
hash-8544,0.8709677419354839
hash-446,0.8709677419354839
hash-3055,0.8703703703703703
hash-3007,0.8703703703703703
hash-9885,0.8703703703703703
hash-6332,0.8703703703703703
hash-1602,0.8701298701298701
hash-4782,0.8695652173913043
hash-8141,0.8695652173913043
hash-8956,0.8695652173913043
hash-4294,0.8695652173913043
hash-1963,0.8695652173913043
hash-5131,0.8695652173913043
hash-6106,0.8695652173913043
hash-250,0.8695652173913043
hash-4247,0.8695652173913043
hash-2123,0.8695652173913043
hash-875,0.8695652173913043
hash-2020,0.8695652173913043
hash-2162,0.8695652173913043
hash-4252,0.8695652173913043
hash-4167,0.8695652173913043
hash-1321,0.8695652173913043
hash-4244,0.8695652173913043
hash-1230,0.8695652173913043
hash-8447,0.8695652173913043
hash-4549,0.8695652173913043
hash-7493,0.8695652173913043
hash-9052,0.8695652173913043
hash-4395,0.8695652173913043
hash-3560,0.8695652173913043
hash-9279,0.8695652173913043
hash-7445,0.8695652173913043
hash-7427,0.8688524590163934
hash-8193,0.8688524590163934
hash-6281,0.8688524590163934
hash-2931,0.8688524590163934
hash-4709,0.8688524590163934
hash-9200,0.8688524590163934
hash-2816,0.8688524590163934
hash-2379,0.8688524590163934
hash-938,0.8684210526315791
hash-535,0.8684210526315791
hash-1236,0.8684210526315791
hash-571,0.8684210526315791
hash-8024,0.8684210526315791
hash-1119,0.8684210526315791
hash-9876,0.8684210526315791
hash-4682,0.8684210526315791
hash-6791,0.8684210526315791
hash-6748,0.8684210526315791
hash-9456,0.8684210526315791
hash-3708,0.8684210526315791
hash-7387,0.8684210526315791
hash-6056,0.8684210526315791
hash-2857,0.8684210526315791
hash-9418,0.8684210526315791
hash-3168,0.8684210526315791
hash-7532,0.8684210526315791
hash-7572,0.8679245283018868
hash-374,0.8679245283018868
hash-8405,0.8679245283018868
hash-2222,0.8679245283018868
hash-5297,0.8679245283018868
hash-3179,0.8679245283018868
hash-5653,0.8676470588235294
hash-1705,0.8676470588235294
hash-2679,0.8676470588235294
hash-6955,0.8674698795180723
hash-2323,0.8666666666666667
hash-8456,0.8666666666666667
hash-1783,0.8666666666666667
hash-2082,0.8666666666666667
hash-2966,0.8666666666666667
hash-8731,0.8666666666666667
hash-3444,0.8666666666666667
hash-3085,0.8666666666666667
hash-9612,0.8666666666666667
hash-5656,0.8666666666666667
hash-9728,0.8666666666666667
hash-682,0.8666666666666667
hash-2957,0.8666666666666667
hash-2915,0.8666666666666667
hash-5014,0.8666666666666667
hash-6792,0.8666666666666667
hash-5541,0.8666666666666667
hash-2976,0.8666666666666667
hash-834,0.8666666666666667
hash-253,0.8666666666666667
hash-3830,0.8666666666666667
hash-8533,0.8666666666666667
hash-8122,0.8666666666666667
hash-9377,0.8666666666666667
hash-1896,0.8666666666666667
hash-1340,0.8666666666666667
hash-7272,0.8666666666666667
hash-1324,0.8666666666666667
hash-5991,0.8666666666666667
hash-1491,0.8666666666666667
hash-5953,0.8666666666666667
hash-2,0.8666666666666667
hash-2018,0.8666666666666667
hash-650,0.8666666666666667
hash-2035,0.8658536585365854
hash-4702,0.8656716417910448
hash-8815,0.8656716417910448
hash-7069,0.8656716417910448
hash-7898,0.8656716417910448
hash-7664,0.8656716417910448
hash-7057,0.8656716417910448
hash-5528,0.8656716417910448
hash-2348,0.8653846153846154
hash-4620,0.8653846153846154
hash-4018,0.8653846153846154
hash-1055,0.8653846153846154
hash-7882,0.8653846153846154
hash-25,0.8653846153846154
hash-8023,0.8648648648648649
hash-1984,0.8648648648648649
hash-3821,0.8648648648648649
hash-7964,0.8648648648648649
hash-977,0.8648648648648649
hash-4952,0.8648648648648649
hash-7240,0.8648648648648649
hash-5692,0.8644067796610171
hash-2823,0.8644067796610171
hash-5559,0.8644067796610171
hash-505,0.8644067796610171
hash-6484,0.8644067796610171
hash-2933,0.8644067796610171
hash-3573,0.8644067796610171
hash-144,0.8644067796610171
hash-595,0.8644067796610171
hash-5873,0.8636363636363636
hash-5443,0.8636363636363636
hash-7637,0.8636363636363636
hash-8617,0.8636363636363636
hash-7186,0.8636363636363636
hash-2632,0.8636363636363636
hash-3748,0.8636363636363636
hash-3181,0.8636363636363636
hash-6216,0.8636363636363636
hash-2241,0.8636363636363636
hash-8212,0.8636363636363636
hash-7275,0.8636363636363636
hash-8905,0.8636363636363636
hash-9874,0.8636363636363636
hash-6410,0.8636363636363636
hash-419,0.8636363636363636
hash-9058,0.8636363636363636
hash-3922,0.8636363636363636
hash-92,0.8636363636363636
hash-525,0.8636363636363636
hash-7785,0.8636363636363636
hash-5921,0.8636363636363636
hash-7822,0.8636363636363636
hash-4768,0.8630136986301371
hash-1682,0.8630136986301371
hash-7327,0.8627450980392157
hash-2276,0.8627450980392157
hash-5097,0.8627450980392157
hash-6604,0.8627450980392157
hash-18,0.8627450980392157
hash-3380,0.8620689655172413
hash-7433,0.8620689655172413
hash-170,0.8620689655172413
hash-6504,0.8620689655172413
hash-4479,0.8620689655172413
hash-6809,0.8620689655172413
hash-8695,0.8620689655172413
hash-5804,0.8620689655172413
hash-6350,0.8620689655172413
hash-9425,0.8620689655172413
hash-108,0.8620689655172413
hash-3997,0.8620689655172413
hash-3731,0.8620689655172413
hash-9740,0.8620689655172413
hash-6111,0.8620689655172413
hash-8798,0.8620689655172413
hash-9354,0.8620689655172413
hash-556,0.8620689655172413
hash-120,0.8620689655172413
hash-9136,0.8620689655172413
hash-190,0.8620689655172413
hash-4257,0.8615384615384616
hash-8740,0.8615384615384616
hash-7260,0.8615384615384616
hash-551,0.8611111111111112
hash-7052,0.8611111111111112
hash-8474,0.8611111111111112
hash-1760,0.8604651162790697
hash-1704,0.8604651162790697
hash-6546,0.8604651162790697
hash-1479,0.8604651162790697
hash-4771,0.8604651162790697
hash-5738,0.8604651162790697
hash-6267,0.8604651162790697
hash-5648,0.8604651162790697
hash-5006,0.8604651162790697
hash-6810,0.86
hash-5517,0.86
hash-2722,0.86
hash-9998,0.86
hash-5252,0.86
hash-804,0.86
hash-2937,0.86
hash-3283,0.86
hash-5317,0.8596491228070176
hash-340,0.8596491228070176
hash-7087,0.8596491228070176
hash-1506,0.8596491228070176
hash-8210,0.8596491228070176
hash-132,0.8596491228070176
hash-2898,0.8596491228070176
hash-7220,0.8596491228070176
hash-210,0.8596491228070176
hash-3080,0.8596491228070176
hash-6465,0.8596491228070176
hash-3054,0.8596491228070176
hash-4644,0.8596491228070176
hash-9521,0.8596491228070176
hash-7903,0.859375
hash-4117,0.859375
hash-6195,0.859375
hash-2548,0.859375
hash-7959,0.859375
hash-723,0.859375
hash-9440,0.859375
hash-1909,0.859375
hash-520,0.859375
hash-5625,0.859375
hash-5205,0.859375
hash-1974,0.8591549295774648
hash-8196,0.8591549295774648
hash-6801,0.8591549295774648
hash-8569,0.8591549295774648
hash-7202,0.8591549295774648
hash-9116,0.858974358974359
hash-3412,0.858974358974359
hash-7649,0.8571428571428572
hash-465,0.8571428571428572
hash-80,0.8571428571428572
hash-156,0.8571428571428572
hash-2703,0.8571428571428572
hash-6279,0.8571428571428572
hash-4743,0.8571428571428572
hash-5278,0.8571428571428572
hash-3394,0.8571428571428572
hash-2424,0.8571428571428572
hash-5228,0.8571428571428572
hash-778,0.8571428571428572
hash-197,0.8571428571428572
hash-3621,0.8571428571428572
hash-4725,0.8571428571428572
hash-408,0.8571428571428572
hash-2136,0.8571428571428572
hash-2383,0.8571428571428572
hash-8163,0.8571428571428572
hash-6409,0.8571428571428572
hash-1556,0.8571428571428572
hash-3342,0.8571428571428572
hash-4185,0.8571428571428572
hash-8270,0.8571428571428572
hash-2955,0.8571428571428572
hash-8168,0.8571428571428572
hash-4767,0.8571428571428572
hash-7176,0.8571428571428572
hash-6793,0.8571428571428572
hash-4695,0.8571428571428572
hash-9053,0.8571428571428572
hash-9599,0.8571428571428572
hash-2016,0.8571428571428572
hash-9791,0.8571428571428572
hash-2939,0.8571428571428572
hash-738,0.8571428571428572
hash-1716,0.8571428571428572
hash-3517,0.8571428571428572
hash-6218,0.8571428571428572
hash-6667,0.8571428571428572
hash-2561,0.8571428571428572
hash-5226,0.8571428571428572
hash-168,0.8571428571428572
hash-5752,0.8571428571428572
hash-1352,0.8571428571428572
hash-5436,0.8571428571428572
hash-6364,0.8571428571428572
hash-33,0.8571428571428572
hash-207,0.8571428571428572
hash-226,0.8571428571428572
hash-740,0.8571428571428572
hash-6254,0.8571428571428572
hash-656,0.8571428571428572
hash-6672,0.8571428571428572
hash-1116,0.8571428571428572
hash-1081,0.8571428571428572
hash-4752,0.8571428571428572
hash-683,0.8571428571428572
hash-830,0.8571428571428572
hash-795,0.8571428571428572
hash-847,0.8571428571428572
hash-9320,0.8571428571428572
hash-8174,0.8571428571428572
hash-6253,0.8571428571428572
hash-7710,0.8571428571428572
hash-9747,0.8571428571428572
hash-3822,0.8571428571428572
hash-8045,0.8571428571428572
hash-6336,0.8571428571428572
hash-3504,0.8571428571428572
hash-4781,0.8571428571428572
hash-269,0.8571428571428572
hash-9748,0.8571428571428572
hash-6168,0.8571428571428572
hash-6761,0.8571428571428572
hash-8368,0.8571428571428572
hash-6594,0.8571428571428572
hash-3641,0.8571428571428572
hash-7595,0.8571428571428572
hash-546,0.8571428571428572
hash-5292,0.8571428571428572
hash-2685,0.8571428571428572
hash-518,0.8571428571428572
hash-2766,0.8571428571428572
hash-2812,0.8571428571428572
hash-9319,0.8571428571428572
hash-2148,0.8571428571428572
hash-6108,0.8571428571428572
hash-7794,0.8571428571428572
hash-2516,0.8571428571428572
hash-8353,0.8571428571428571
hash-4638,0.8571428571428571
hash-9614,0.8571428571428571
hash-3252,0.8571428571428571
hash-9231,0.8571428571428571
hash-4909,0.8571428571428571
hash-762,0.8571428571428571
hash-9809,0.8571428571428571
hash-589,0.8571428571428571
hash-9152,0.8571428571428571
hash-2858,0.8571428571428571
hash-1569,0.8571428571428571
hash-4469,0.8571428571428571
hash-7774,0.8571428571428571
hash-3929,0.8571428571428571
hash-4501,0.8571428571428571
hash-9494,0.8571428571428571
hash-4386,0.8571428571428571
hash-7550,0.8571428571428571
hash-4110,0.8571428571428571
hash-8449,0.8571428571428571
hash-1806,0.8571428571428571
hash-6532,0.8571428571428571
hash-8817,0.8571428571428571
hash-3593,0.8571428571428571
hash-1034,0.8571428571428571
hash-8726,0.8571428571428571
hash-6892,0.8552631578947368
hash-1068,0.855072463768116
hash-510,0.855072463768116
hash-6818,0.855072463768116
hash-8957,0.855072463768116
hash-4730,0.855072463768116
hash-4965,0.8548387096774194
hash-6133,0.8548387096774194
hash-3329,0.8548387096774194
hash-6880,0.8548387096774194
hash-8961,0.8548387096774194
hash-7213,0.8548387096774194
hash-846,0.8548387096774194
hash-7965,0.8548387096774194
hash-4547,0.8548387096774194
hash-1875,0.8548387096774194
hash-8366,0.8545454545454545
hash-2094,0.8545454545454545
hash-1594,0.8545454545454545
hash-3895,0.8545454545454545
hash-4629,0.8545454545454545
hash-7301,0.8545454545454545
hash-5846,0.8545454545454545
hash-9173,0.8545454545454545
hash-7007,0.8545454545454545
hash-5308,0.8545454545454545
hash-991,0.8545454545454545
hash-8332,0.8545454545454545
hash-8748,0.8545454545454545
hash-4985,0.8545454545454545
hash-8752,0.8545454545454545
hash-4544,0.8545454545454545
hash-4159,0.8541666666666666
hash-7255,0.8541666666666666
hash-5629,0.8541666666666666
hash-7086,0.8541666666666666
hash-3777,0.8541666666666666
hash-8109,0.8541666666666666
hash-7316,0.8541666666666666
hash-2067,0.8541666666666666
hash-6145,0.8541666666666666
hash-3474,0.8536585365853658
hash-705,0.8536585365853658
hash-9627,0.8536585365853658
hash-2870,0.8536585365853658
hash-3190,0.8536585365853658
hash-1584,0.8536585365853658
hash-1502,0.8536585365853658
hash-8582,0.8529411764705882
hash-5038,0.8529411764705882
hash-3064,0.8529411764705882
hash-2651,0.8529411764705882
hash-2503,0.8529411764705882
hash-9800,0.8529411764705882
hash-1789,0.8529411764705882
hash-8562,0.8529411764705882
hash-2150,0.8529411764705882
hash-8541,0.8529411764705882
hash-1381,0.8529411764705882
hash-1140,0.8524590163934427
hash-3957,0.8524590163934427
hash-7204,0.8524590163934427
hash-8336,0.8524590163934427
hash-2891,0.8524590163934427
hash-3141,0.8524590163934427
hash-5052,0.8524590163934427
hash-8225,0.8524590163934427
hash-8292,0.8524590163934427
hash-8466,0.8524590163934427
hash-3493,0.8518518518518519
hash-4732,0.8518518518518519
hash-3691,0.8518518518518519
hash-5484,0.8518518518518519
hash-1668,0.8518518518518519
hash-6687,0.8518518518518519
hash-6790,0.8518518518518519
hash-8514,0.8518518518518519
hash-5857,0.8518518518518519
hash-4354,0.8518518518518519
hash-2128,0.8518518518518519
hash-5955,0.8518518518518519
hash-7353,0.8518518518518519
hash-8499,0.8518518518518519
hash-3477,0.8518518518518519
hash-7766,0.8513513513513513
hash-8858,0.8513513513513513
hash-1350,0.851063829787234
hash-3716,0.851063829787234
hash-8203,0.851063829787234
hash-9497,0.851063829787234
hash-4783,0.851063829787234
hash-164,0.8507462686567164
hash-8605,0.8507462686567164
hash-4915,0.8507462686567164
hash-9033,0.85
hash-759,0.85
hash-1918,0.85
hash-6206,0.85
hash-4279,0.85
hash-8590,0.85
hash-9535,0.85
hash-8705,0.85
hash-6904,0.85
hash-4757,0.85
hash-6418,0.85
hash-709,0.85
hash-7038,0.85
hash-7911,0.85
hash-7626,0.85
hash-4008,0.85
hash-9368,0.85
hash-3478,0.85
hash-8512,0.85
hash-4963,0.85
hash-3836,0.8493150684931507
hash-953,0.8493150684931507
hash-8032,0.8490566037735849
hash-9683,0.8490566037735849
hash-1795,0.8490566037735849
hash-2311,0.8490566037735849
hash-1899,0.8490566037735849
hash-8025,0.8490566037735849
hash-4300,0.8490566037735849
hash-9267,0.8490566037735849
hash-8893,0.8490566037735849
hash-6060,0.8490566037735849
hash-4382,0.8490566037735849
hash-8044,0.8490566037735849
hash-870,0.8490566037735849
hash-9370,0.8490566037735849
hash-4280,0.8484848484848485
hash-9443,0.8484848484848485
hash-605,0.8484848484848485
hash-6592,0.8484848484848485
hash-8646,0.8484848484848485
hash-7077,0.8484848484848485
hash-1300,0.8484848484848485
hash-5658,0.8484848484848485
hash-8288,0.8484848484848485
hash-1561,0.8484848484848485
hash-6903,0.8484848484848485
hash-2264,0.8484848484848485
hash-5198,0.8484848484848485
hash-8921,0.8484848484848485
hash-1268,0.8484848484848485
hash-7467,0.8484848484848485
hash-1000,0.8478260869565217
hash-6271,0.8478260869565217
hash-6781,0.8478260869565217
hash-994,0.8478260869565217
hash-7283,0.8478260869565217
hash-2261,0.8478260869565217
hash-6683,0.8478260869565217
hash-899,0.8478260869565217
hash-3754,0.8478260869565217
hash-2754,0.8478260869565217
hash-3280,0.8478260869565217
hash-447,0.8478260869565217
hash-5662,0.8478260869565217
hash-246,0.8478260869565217
hash-6843,0.8478260869565217
hash-3660,0.8474576271186439
hash-9594,0.8474576271186439
hash-4002,0.8474576271186439
hash-8150,0.8474576271186439
hash-6425,0.8474576271186439
hash-6016,0.8474576271186439
hash-6345,0.8474576271186439
hash-299,0.8474576271186439
hash-2436,0.8474576271186439
hash-2163,0.8472222222222222
hash-6551,0.8472222222222222
hash-2064,0.8472222222222222
hash-8688,0.8461538461538461
hash-5555,0.8461538461538461
hash-5065,0.8461538461538461
hash-3902,0.8461538461538461
hash-7542,0.8461538461538461
hash-1196,0.8461538461538461
hash-7334,0.8461538461538461
hash-2757,0.8461538461538461
hash-1635,0.8461538461538461
hash-2658,0.8461538461538461
hash-8223,0.8461538461538461
hash-939,0.8461538461538461
hash-9519,0.8461538461538461
hash-793,0.8461538461538461
hash-5795,0.8461538461538461
hash-6575,0.8461538461538461
hash-335,0.8461538461538461
hash-1580,0.8461538461538461
hash-8952,0.8461538461538461
hash-1452,0.8461538461538461
hash-3793,0.8461538461538461
hash-6643,0.8461538461538461
hash-9139,0.8461538461538461
hash-8239,0.8461538461538461
hash-5815,0.8461538461538461
hash-1413,0.8461538461538461
hash-2629,0.8461538461538461
hash-2964,0.8461538461538461
hash-7098,0.8461538461538461
hash-7899,0.8461538461538461
hash-8603,0.8461538461538461
hash-3220,0.8461538461538461
hash-5984,0.8461538461538461
hash-6591,0.8461538461538461
hash-5426,0.8461538461538461
hash-3696,0.8461538461538461
hash-5861,0.8461538461538461
hash-9503,0.8461538461538461
hash-3951,0.8461538461538461
hash-627,0.8461538461538461
hash-861,0.8461538461538461
hash-9022,0.8461538461538461
hash-8234,0.8461538461538461
hash-3237,0.8461538461538461
hash-7513,0.8461538461538461
hash-2011,0.8461538461538461
hash-6110,0.8461538461538461
hash-4417,0.8461538461538461
hash-6096,0.8461538461538461
hash-4533,0.8461538461538461
hash-3285,0.8461538461538461
hash-776,0.8461538461538461
hash-9823,0.8461538461538461
hash-7432,0.8461538461538461
hash-406,0.8461538461538461
hash-8033,0.8461538461538461
hash-9939,0.8461538461538461
hash-6473,0.8450704225352113
hash-9632,0.8448275862068966
hash-1356,0.8448275862068966
hash-6524,0.8448275862068966
hash-2800,0.8448275862068966
hash-4597,0.8448275862068966
hash-1618,0.8448275862068966
hash-3409,0.8444444444444444
hash-824,0.8444444444444444
hash-6124,0.8444444444444444
hash-8350,0.8444444444444444
hash-7391,0.8444444444444444
hash-5622,0.8444444444444444
hash-4396,0.8444444444444444
hash-5062,0.8444444444444444
hash-4855,0.8444444444444444
hash-1322,0.8444444444444444
hash-6127,0.8444444444444444
hash-6229,0.8444444444444444
hash-3963,0.8444444444444444
hash-6918,0.8444444444444444
hash-9074,0.8444444444444444
hash-9540,0.8444444444444444
hash-8214,0.8444444444444444
hash-5159,0.8444444444444444
hash-2567,0.8441558441558441
hash-2493,0.84375
hash-5141,0.84375
hash-172,0.84375
hash-6798,0.84375
hash-8729,0.84375
hash-4784,0.84375
hash-6847,0.84375
hash-8812,0.84375
hash-4210,0.84375
hash-4155,0.84375
hash-1662,0.84375
hash-2509,0.8431372549019608
hash-72,0.8431372549019608
hash-9921,0.8431372549019608
hash-5560,0.8431372549019608
hash-7126,0.8431372549019608
hash-4014,0.8431372549019608
hash-7845,0.8431372549019608
hash-3006,0.8431372549019608
hash-2378,0.8431372549019608
hash-4976,0.8431372549019608
hash-4906,0.8431372549019608
hash-8717,0.8428571428571429
hash-2202,0.8428571428571429
hash-9423,0.8421052631578947
hash-4579,0.8421052631578947
hash-6916,0.8421052631578947
hash-9361,0.8421052631578947
hash-6270,0.8421052631578947
hash-2691,0.8421052631578947
hash-2205,0.8421052631578947
hash-8090,0.8421052631578947
hash-5816,0.8421052631578947
hash-1982,0.8421052631578947
hash-8263,0.8421052631578947
hash-1277,0.8421052631578947
hash-6824,0.8421052631578947
hash-1800,0.8421052631578947
hash-1050,0.8421052631578947
hash-6996,0.8421052631578947
hash-5759,0.8421052631578947
hash-6472,0.8421052631578947
hash-6255,0.8421052631578947
hash-2538,0.8421052631578947
hash-1466,0.8421052631578947
hash-6933,0.8421052631578947
hash-8842,0.8421052631578947
hash-3068,0.8421052631578947
hash-2142,0.8421052631578947
hash-3662,0.8421052631578947
hash-2420,0.8421052631578947
hash-3014,0.8421052631578947
hash-4497,0.8421052631578947
hash-3856,0.8421052631578947
hash-8500,0.8421052631578947
hash-7124,0.8421052631578947
hash-4295,0.8412698412698413
hash-2248,0.8412698412698413
hash-2665,0.8412698412698413
hash-7717,0.8409090909090908
hash-4849,0.8409090909090908
hash-7610,0.8409090909090908
hash-4972,0.8409090909090908
hash-7512,0.8409090909090908
hash-7332,0.8409090909090908
hash-1559,0.8409090909090908
hash-9868,0.8409090909090908
hash-1827,0.8409090909090908
hash-2794,0.8409090909090908
hash-4409,0.8409090909090908
hash-1874,0.8405797101449275
hash-7253,0.8405797101449275
hash-9554,0.8405797101449275
hash-2187,0.8405797101449275
hash-5302,0.8405797101449275
hash-339,0.8405797101449275
hash-3752,0.84
hash-2408,0.84
hash-279,0.84
hash-4936,0.84
hash-8194,0.84
hash-4678,0.84
hash-797,0.84
hash-1742,0.84
hash-3497,0.84
hash-2753,0.84
hash-7983,0.84
hash-3138,0.84
hash-6948,0.84
hash-349,0.84
hash-1685,0.84
hash-3970,0.84
hash-2249,0.84
hash-1260,0.84
hash-5602,0.84
hash-5890,0.8392857142857143
hash-9558,0.8392857142857143
hash-6315,0.8392857142857143
hash-1653,0.8392857142857143
hash-541,0.8392857142857143
hash-6065,0.8392857142857143
hash-4611,0.8392857142857143
hash-100,0.8392857142857143
hash-6529,0.8387096774193548
hash-2623,0.8387096774193548
hash-5128,0.8387096774193548
hash-2805,0.8387096774193548
hash-2546,0.8387096774193548
hash-4163,0.8387096774193548
hash-3967,0.8387096774193548
hash-4945,0.8387096774193548
hash-5460,0.8387096774193548
hash-2201,0.8387096774193548
hash-7770,0.8387096774193548
hash-6470,0.8387096774193548
hash-8587,0.8387096774193548
hash-4980,0.8382352941176471
hash-7914,0.8382352941176471
hash-3076,0.8382352941176471
hash-2245,0.8378378378378378
hash-8866,0.8378378378378378
hash-8326,0.8378378378378378
hash-2501,0.8378378378378378
hash-771,0.8378378378378378
hash-5515,0.8378378378378378
hash-5887,0.8378378378378378
hash-9249,0.8378378378378378
hash-7734,0.8378378378378378
hash-1815,0.8378378378378378
hash-4168,0.8378378378378378
hash-5924,0.8378378378378378
hash-1908,0.8378378378378378
hash-5596,0.8378378378378378
hash-7333,0.8372093023255813
hash-3161,0.8372093023255813
hash-5776,0.8372093023255813
hash-4271,0.8372093023255813
hash-7998,0.8372093023255813
hash-1443,0.8372093023255813
hash-2569,0.8372093023255813
hash-4192,0.8372093023255813
hash-2409,0.8372093023255813
hash-4932,0.8372093023255813
hash-8413,0.8372093023255813
hash-4342,0.8372093023255813
hash-8078,0.8372093023255813
hash-6329,0.8372093023255813
hash-7802,0.8372093023255813
hash-9277,0.8372093023255813
hash-6676,0.8372093023255813
hash-3499,0.8372093023255813
hash-4555,0.8372093023255813
hash-9815,0.8367346938775511
hash-7689,0.8367346938775511
hash-4815,0.8367346938775511
hash-6058,0.8367346938775511
hash-1256,0.8367346938775511
hash-7788,0.8367346938775511
hash-9848,0.8367346938775511
hash-8124,0.8367346938775511
hash-9281,0.8367346938775511
hash-5029,0.8367346938775511
hash-4346,0.8367346938775511
hash-8550,0.8367346938775511
hash-7575,0.8367346938775511
hash-7529,0.8367346938775511
hash-4721,0.8367346938775511
hash-5727,0.8367346938775511
hash-4068,0.8363636363636364
hash-4390,0.8363636363636364
hash-2252,0.8363636363636364
hash-9624,0.8363636363636364
hash-9239,0.8363636363636364
hash-8398,0.8363636363636364
hash-7853,0.8363636363636364
hash-968,0.8363636363636364
hash-9984,0.8363636363636364
hash-4744,0.8363636363636364
hash-3720,0.8363636363636364
hash-4960,0.8363636363636364
hash-453,0.8363636363636364
hash-7781,0.8363636363636364
hash-3850,0.8360655737704918
hash-4988,0.8360655737704918
hash-8188,0.8360655737704918
hash-9018,0.8360655737704918
hash-427,0.8360655737704918
hash-9829,0.8360655737704918
hash-4200,0.8360655737704918
hash-8750,0.8358208955223879
hash-8509,0.8358208955223879
hash-7177,0.8358208955223879
hash-889,0.8358208955223879
hash-5197,0.8358208955223879
hash-9638,0.8358208955223879
hash-1595,0.8358208955223879
hash-7866,0.8356164383561644
hash-6325,0.8333333333333334
hash-6372,0.8333333333333334
hash-6968,0.8333333333333334
hash-6105,0.8333333333333334
hash-2174,0.8333333333333334
hash-8972,0.8333333333333334
hash-607,0.8333333333333334
hash-1572,0.8333333333333334
hash-3110,0.8333333333333334
hash-9972,0.8333333333333334
hash-9782,0.8333333333333334
hash-152,0.8333333333333334
hash-1004,0.8333333333333334
hash-7591,0.8333333333333334
hash-2234,0.8333333333333334
hash-8872,0.8333333333333334
hash-9958,0.8333333333333334
hash-8633,0.8333333333333334
hash-8861,0.8333333333333334
hash-9684,0.8333333333333334
hash-6637,0.8333333333333334
hash-7163,0.8333333333333334
hash-2744,0.8333333333333334
hash-4569,0.8333333333333334
hash-5768,0.8333333333333334
hash-521,0.8333333333333334
hash-9180,0.8333333333333334
hash-4095,0.8333333333333334
hash-6175,0.8333333333333334
hash-2036,0.8333333333333334
hash-5684,0.8333333333333334
hash-8185,0.8333333333333334
hash-8996,0.8333333333333334
hash-6642,0.8333333333333334
hash-304,0.8333333333333334
hash-9325,0.8333333333333334
hash-5401,0.8333333333333334
hash-1389,0.8333333333333333
hash-5371,0.8333333333333333
hash-9516,0.8333333333333333
hash-7639,0.8333333333333333
hash-7139,0.8333333333333333
hash-1459,0.8333333333333333
hash-978,0.8333333333333333
hash-1366,0.8333333333333333
hash-1045,0.8333333333333333
hash-822,0.8333333333333333
hash-539,0.8333333333333333
hash-9777,0.8333333333333333
hash-265,0.8333333333333333
hash-751,0.8333333333333333
hash-107,0.8333333333333333
hash-950,0.8333333333333333
hash-7037,0.8333333333333333
hash-2810,0.8333333333333333
hash-5809,0.8333333333333333
hash-966,0.8333333333333333
hash-5176,0.8333333333333333
hash-1390,0.8333333333333333
hash-6738,0.8333333333333333
hash-4152,0.8333333333333333
hash-1945,0.8333333333333333
hash-4658,0.8333333333333333
hash-5206,0.8333333333333333
hash-5053,0.8333333333333333
hash-2633,0.8333333333333333
hash-608,0.8333333333333333
hash-5279,0.8333333333333333
hash-7206,0.8333333333333333
hash-3802,0.8333333333333333
hash-9019,0.8333333333333333
hash-511,0.8333333333333333
hash-8118,0.8333333333333333
hash-6669,0.8333333333333333
hash-6323,0.8333333333333333
hash-6804,0.8333333333333333
hash-611,0.8333333333333333
hash-5975,0.8333333333333333
hash-377,0.8333333333333333
hash-1550,0.8333333333333333
hash-5115,0.8333333333333333
hash-4772,0.8333333333333333
hash-6794,0.8333333333333333
hash-3468,0.8333333333333333
hash-8627,0.8333333333333333
hash-6011,0.8333333333333333
hash-6201,0.8333333333333333
hash-9295,0.8333333333333333
hash-5889,0.8333333333333333
hash-4317,0.8333333333333333
hash-9806,0.8333333333333333
hash-4790,0.8333333333333333
